AccommodationID,Date,IsAvailable
1,2024-06-01,True
1,2024-06-02,True
1,2024-06-03,False
1,2024-06-04,False
1,2024-06-05,False
1,2024-06-06,False
1,2024-06-07,True
1,2024-06-08,True
1,2024-06-09,True
1,2024-06-10,True
1,2024-06-11,False
1,2024-06-12,True
1,2024-06-13,True
1,2024-06-14,True
1,2024-06-15,True
1,2024-06-16,True
1,2024-06-17,True
1,2024-06-18,True
1,2024-06-19,True
1,2024-06-20,True
1,2024-06-21,True
1,2024-06-22,True
1,2024-06-23,False
1,2024-06-24,False
1,2024-06-25,True
1,2024-06-26,True
1,2024-06-27,True
1,2024-06-28,True
1,2024-06-29,True
1,2024-06-30,True
2,2024-06-01,True
2,2024-06-02,True
2,2024-06-03,True
2,2024-06-04,True
2,2024-06-05,True
2,2024-06-06,True
2,2024-06-07,True
2,2024-06-08,True
2,2024-06-09,True
2,2024-06-10,True
2,2024-06-11,True
2,2024-06-12,False
2,2024-06-13,False
2,2024-06-14,False
2,2024-06-15,False
2,2024-06-16,False
2,2024-06-17,False
2,2024-06-18,True
2,2024-06-19,False
2,2024-06-20,False
2,2024-06-21,False
2,2024-06-22,False
2,2024-06-23,False
2,2024-06-24,True
2,2024-06-25,True
2,2024-06-26,True
2,2024-06-27,True
2,2024-06-28,True
2,2024-06-29,True
2,2024-06-30,True
3,2024-06-01,True
3,2024-06-02,True
3,2024-06-03,True
3,2024-06-04,True
3,2024-06-05,True
3,2024-06-06,True
3,2024-06-07,True
3,2024-06-08,False
3,2024-06-09,False
3,2024-06-10,False
3,2024-06-11,False
3,2024-06-12,True
3,2024-06-13,True
3,2024-06-14,True
3,2024-06-15,True
3,2024-06-16,True
3,2024-06-17,True
3,2024-06-18,True
3,2024-06-19,True
3,2024-06-20,True
3,2024-06-21,True
3,2024-06-22,True
3,2024-06-23,False
3,2024-06-24,True
3,2024-06-25,True
3,2024-06-26,True
3,2024-06-27,True
3,2024-06-28,False
3,2024-06-29,True
3,2024-06-30,True
4,2024-06-01,True
4,2024-06-02,True
4,2024-06-03,True
4,2024-06-04,True
4,2024-06-05,False
4,2024-06-06,False
4,2024-06-07,False
4,2024-06-08,True
4,2024-06-09,True
4,2024-06-10,True
4,2024-06-11,True
4,2024-06-12,False
4,2024-06-13,False
4,2024-06-14,False
4,2024-06-15,False
4,2024-06-16,False
4,2024-06-17,False
4,2024-06-18,False
4,2024-06-19,True
4,2024-06-20,False
4,2024-06-21,False
4,2024-06-22,False
4,2024-06-23,False
4,2024-06-24,True
4,2024-06-25,True
4,2024-06-26,True
4,2024-06-27,True
4,2024-06-28,True
4,2024-06-29,True
4,2024-06-30,True
5,2024-06-01,True
5,2024-06-02,True
5,2024-06-03,True
5,2024-06-04,True
5,2024-06-05,True
5,2024-06-06,True
5,2024-06-07,True
5,2024-06-08,True
5,2024-06-09,True
5,2024-06-10,False
5,2024-06-11,False
5,2024-06-12,False
5,2024-06-13,False
5,2024-06-14,False
5,2024-06-15,False
5,2024-06-16,True
5,2024-06-17,True
5,2024-06-18,True
5,2024-06-19,False
5,2024-06-20,False
5,2024-06-21,False
5,2024-06-22,False
5,2024-06-23,False
5,2024-06-24,False
5,2024-06-25,True
5,2024-06-26,True
5,2024-06-27,True
5,2024-06-28,True
5,2024-06-29,True
5,2024-06-30,True
6,2024-06-01,True
6,2024-06-02,True
6,2024-06-03,False
6,2024-06-04,False
6,2024-06-05,False
6,2024-06-06,False
6,2024-06-07,False
6,2024-06-08,False
6,2024-06-09,False
6,2024-06-10,False
6,2024-06-11,False
6,2024-06-12,False
6,2024-06-13,True
6,2024-06-14,True
6,2024-06-15,True
6,2024-06-16,True
6,2024-06-17,True
6,2024-06-18,True
6,2024-06-19,True
6,2024-06-20,True
6,2024-06-21,True
6,2024-06-22,True
6,2024-06-23,True
6,2024-06-24,True
6,2024-06-25,True
6,2024-06-26,True
6,2024-06-27,True
6,2024-06-28,True
6,2024-06-29,True
6,2024-06-30,True
7,2024-06-01,True
7,2024-06-02,True
7,2024-06-03,True
7,2024-06-04,True
7,2024-06-05,True
7,2024-06-06,True
7,2024-06-07,True
7,2024-06-08,True
7,2024-06-09,True
7,2024-06-10,False
7,2024-06-11,False
7,2024-06-12,False
7,2024-06-13,False
7,2024-06-14,False
7,2024-06-15,False
7,2024-06-16,True
7,2024-06-17,True
7,2024-06-18,True
7,2024-06-19,True
7,2024-06-20,True
7,2024-06-21,True
7,2024-06-22,True
7,2024-06-23,True
7,2024-06-24,True
7,2024-06-25,True
7,2024-06-26,True
7,2024-06-27,True
7,2024-06-28,True
7,2024-06-29,True
7,2024-06-30,True
8,2024-06-01,True
8,2024-06-02,True
8,2024-06-03,False
8,2024-06-04,False
8,2024-06-05,False
8,2024-06-06,False
8,2024-06-07,False
8,2024-06-08,False
8,2024-06-09,True
8,2024-06-10,True
8,2024-06-11,True
8,2024-06-12,True
8,2024-06-13,True
8,2024-06-14,True
8,2024-06-15,True
8,2024-06-16,True
8,2024-06-17,True
8,2024-06-18,True
8,2024-06-19,True
8,2024-06-20,True
8,2024-06-21,True
8,2024-06-22,True
8,2024-06-23,True
8,2024-06-24,True
8,2024-06-25,True
8,2024-06-26,True
8,2024-06-27,True
8,2024-06-28,True
8,2024-06-29,True
8,2024-06-30,True
9,2024-06-01,True
9,2024-06-02,True
9,2024-06-03,False
9,2024-06-04,False
9,2024-06-05,False
9,2024-06-06,False
9,2024-06-07,False
9,2024-06-08,False
9,2024-06-09,True
9,2024-06-10,False
9,2024-06-11,False
9,2024-06-12,False
9,2024-06-13,False
9,2024-06-14,False
9,2024-06-15,False
9,2024-06-16,True
9,2024-06-17,False
9,2024-06-18,False
9,2024-06-19,False
9,2024-06-20,True
9,2024-06-21,True
9,2024-06-22,True
9,2024-06-23,True
9,2024-06-24,True
9,2024-06-25,True
9,2024-06-26,True
9,2024-06-27,True
9,2024-06-28,True
9,2024-06-29,True
9,2024-06-30,True
10,2024-06-01,True
10,2024-06-02,True
10,2024-06-03,True
10,2024-06-04,True
10,2024-06-05,True
10,2024-06-06,True
10,2024-06-07,True
10,2024-06-08,True
10,2024-06-09,True
10,2024-06-10,True
10,2024-06-11,True
10,2024-06-12,True
10,2024-06-13,True
10,2024-06-14,True
10,2024-06-15,True
10,2024-06-16,True
10,2024-06-17,True
10,2024-06-18,True
10,2024-06-19,True
10,2024-06-20,True
10,2024-06-21,False
10,2024-06-22,False
10,2024-06-23,True
10,2024-06-24,True
10,2024-06-25,True
10,2024-06-26,True
10,2024-06-27,True
10,2024-06-28,True
10,2024-06-29,True
10,2024-06-30,True
11,2024-06-01,True
11,2024-06-02,True
11,2024-06-03,True
11,2024-06-04,True
11,2024-06-05,True
11,2024-06-06,True
11,2024-06-07,False
11,2024-06-08,True
11,2024-06-09,True
11,2024-06-10,True
11,2024-06-11,True
11,2024-06-12,True
11,2024-06-13,True
11,2024-06-14,True
11,2024-06-15,True
11,2024-06-16,True
11,2024-06-17,True
11,2024-06-18,True
11,2024-06-19,True
11,2024-06-20,True
11,2024-06-21,False
11,2024-06-22,False
11,2024-06-23,False
11,2024-06-24,False
11,2024-06-25,False
11,2024-06-26,True
11,2024-06-27,False
11,2024-06-28,True
11,2024-06-29,True
11,2024-06-30,True
12,2024-06-01,True
12,2024-06-02,True
12,2024-06-03,True
12,2024-06-04,True
12,2024-06-05,True
12,2024-06-06,True
12,2024-06-07,True
12,2024-06-08,True
12,2024-06-09,True
12,2024-06-10,True
12,2024-06-11,False
12,2024-06-12,False
12,2024-06-13,False
12,2024-06-14,False
12,2024-06-15,True
12,2024-06-16,False
12,2024-06-17,False
12,2024-06-18,False
12,2024-06-19,False
12,2024-06-20,False
12,2024-06-21,False
12,2024-06-22,False
12,2024-06-23,False
12,2024-06-24,False
12,2024-06-25,False
12,2024-06-26,True
12,2024-06-27,True
12,2024-06-28,False
12,2024-06-29,True
12,2024-06-30,True
13,2024-06-01,True
13,2024-06-02,True
13,2024-06-03,True
13,2024-06-04,True
13,2024-06-05,True
13,2024-06-06,True
13,2024-06-07,True
13,2024-06-08,True
13,2024-06-09,True
13,2024-06-10,True
13,2024-06-11,True
13,2024-06-12,True
13,2024-06-13,True
13,2024-06-14,True
13,2024-06-15,True
13,2024-06-16,True
13,2024-06-17,True
13,2024-06-18,True
13,2024-06-19,True
13,2024-06-20,True
13,2024-06-21,True
13,2024-06-22,True
13,2024-06-23,False
13,2024-06-24,False
13,2024-06-25,False
13,2024-06-26,False
13,2024-06-27,True
13,2024-06-28,True
13,2024-06-29,True
13,2024-06-30,True
14,2024-06-01,True
14,2024-06-02,True
14,2024-06-03,True
14,2024-06-04,False
14,2024-06-05,False
14,2024-06-06,False
14,2024-06-07,False
14,2024-06-08,False
14,2024-06-09,False
14,2024-06-10,False
14,2024-06-11,False
14,2024-06-12,False
14,2024-06-13,True
14,2024-06-14,True
14,2024-06-15,True
14,2024-06-16,True
14,2024-06-17,True
14,2024-06-18,True
14,2024-06-19,True
14,2024-06-20,True
14,2024-06-21,True
14,2024-06-22,False
14,2024-06-23,False
14,2024-06-24,True
14,2024-06-25,True
14,2024-06-26,True
14,2024-06-27,False
14,2024-06-28,False
14,2024-06-29,True
14,2024-06-30,True
15,2024-06-01,False
15,2024-06-02,False
15,2024-06-03,False
15,2024-06-04,False
15,2024-06-05,False
15,2024-06-06,True
15,2024-06-07,True
15,2024-06-08,False
15,2024-06-09,True
15,2024-06-10,True
15,2024-06-11,True
15,2024-06-12,True
15,2024-06-13,False
15,2024-06-14,False
15,2024-06-15,False
15,2024-06-16,False
15,2024-06-17,True
15,2024-06-18,True
15,2024-06-19,True
15,2024-06-20,True
15,2024-06-21,True
15,2024-06-22,True
15,2024-06-23,True
15,2024-06-24,True
15,2024-06-25,True
15,2024-06-26,True
15,2024-06-27,True
15,2024-06-28,True
15,2024-06-29,True
15,2024-06-30,True
16,2024-06-01,True
16,2024-06-02,False
16,2024-06-03,False
16,2024-06-04,True
16,2024-06-05,True
16,2024-06-06,True
16,2024-06-07,True
16,2024-06-08,True
16,2024-06-09,True
16,2024-06-10,True
16,2024-06-11,True
16,2024-06-12,True
16,2024-06-13,False
16,2024-06-14,False
16,2024-06-15,True
16,2024-06-16,True
16,2024-06-17,False
16,2024-06-18,False
16,2024-06-19,False
16,2024-06-20,False
16,2024-06-21,True
16,2024-06-22,True
16,2024-06-23,False
16,2024-06-24,True
16,2024-06-25,False
16,2024-06-26,False
16,2024-06-27,False
16,2024-06-28,True
16,2024-06-29,True
16,2024-06-30,True
17,2024-06-01,True
17,2024-06-02,True
17,2024-06-03,True
17,2024-06-04,True
17,2024-06-05,False
17,2024-06-06,False
17,2024-06-07,False
17,2024-06-08,False
17,2024-06-09,False
17,2024-06-10,True
17,2024-06-11,True
17,2024-06-12,False
17,2024-06-13,False
17,2024-06-14,False
17,2024-06-15,False
17,2024-06-16,False
17,2024-06-17,False
17,2024-06-18,False
17,2024-06-19,False
17,2024-06-20,False
17,2024-06-21,False
17,2024-06-22,False
17,2024-06-23,False
17,2024-06-24,True
17,2024-06-25,True
17,2024-06-26,True
17,2024-06-27,True
17,2024-06-28,True
17,2024-06-29,True
17,2024-06-30,True
18,2024-06-01,True
18,2024-06-02,True
18,2024-06-03,True
18,2024-06-04,True
18,2024-06-05,False
18,2024-06-06,False
18,2024-06-07,False
18,2024-06-08,True
18,2024-06-09,True
18,2024-06-10,True
18,2024-06-11,False
18,2024-06-12,False
18,2024-06-13,False
18,2024-06-14,True
18,2024-06-15,True
18,2024-06-16,True
18,2024-06-17,False
18,2024-06-18,False
18,2024-06-19,False
18,2024-06-20,False
18,2024-06-21,False
18,2024-06-22,False
18,2024-06-23,False
18,2024-06-24,False
18,2024-06-25,False
18,2024-06-26,False
18,2024-06-27,False
18,2024-06-28,False
18,2024-06-29,True
18,2024-06-30,True
19,2024-06-01,False
19,2024-06-02,False
19,2024-06-03,False
19,2024-06-04,False
19,2024-06-05,True
19,2024-06-06,True
19,2024-06-07,True
19,2024-06-08,True
19,2024-06-09,True
19,2024-06-10,True
19,2024-06-11,True
19,2024-06-12,True
19,2024-06-13,True
19,2024-06-14,True
19,2024-06-15,True
19,2024-06-16,True
19,2024-06-17,True
19,2024-06-18,True
19,2024-06-19,True
19,2024-06-20,True
19,2024-06-21,True
19,2024-06-22,True
19,2024-06-23,False
19,2024-06-24,True
19,2024-06-25,True
19,2024-06-26,True
19,2024-06-27,True
19,2024-06-28,True
19,2024-06-29,True
19,2024-06-30,True
20,2024-06-01,True
20,2024-06-02,True
20,2024-06-03,False
20,2024-06-04,False
20,2024-06-05,False
20,2024-06-06,False
20,2024-06-07,True
20,2024-06-08,True
20,2024-06-09,True
20,2024-06-10,False
20,2024-06-11,False
20,2024-06-12,False
20,2024-06-13,False
20,2024-06-14,False
20,2024-06-15,False
20,2024-06-16,False
20,2024-06-17,True
20,2024-06-18,True
20,2024-06-19,True
20,2024-06-20,True
20,2024-06-21,True
20,2024-06-22,True
20,2024-06-23,True
20,2024-06-24,True
20,2024-06-25,True
20,2024-06-26,False
20,2024-06-27,False
20,2024-06-28,False
20,2024-06-29,True
20,2024-06-30,True
21,2024-06-01,True
21,2024-06-02,True
21,2024-06-03,True
21,2024-06-04,True
21,2024-06-05,True
21,2024-06-06,True
21,2024-06-07,True
21,2024-06-08,True
21,2024-06-09,True
21,2024-06-10,True
21,2024-06-11,False
21,2024-06-12,True
